batter,runs,balls,fours,sixes,strike_rate,dismissal
Phil Salt,4,4,1,0,100.0,c Josh Inglis b Arshdeep Singh
Kohli,1,3,0,0,33.33,c Marco Jansen b Arshdeep Singh
Rajat Patidar,23,18,1,1,127.78,c Xavier Bartlett b Chahal
Livingstone,4,6,1,0,66.67,c Priyansh Arya b Xavier Bartlett
Jitesh Sharma,2,7,0,0,28.57,c Nehal Wadhera b Chahal
Krunal Pandya,1,2,0,0,50.0,c and b Marco Jansen
Tim David,50,26,5,3,192.31,not out
Manoj Bhandage,1,4,0,0,25.0,lbw b Marco Jansen
Bhuvneshwar,8,13,1,0,61.54,c Xavier Bartlett b Harpreet Brar
Yash Dayal,0,1,0,0,0.0,lbw b Harpreet Brar
Hazlewood,0,1,0,0,0.0,not out
