batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,0,1,0,0,0.0,lbw b Cummins
Shikhar Dhawan,6,6,1,0,100.0,b Cummins
Shreyas Iyer,47,38,5,0,123.68,c K Nagarkoti b Chakravarthy
Rishabh Pant,27,33,2,1,81.82,c Shubman Gill b Chakravarthy
Shimron Hetmyer,10,5,0,1,200.0,c Tripathi b Chakravarthy
Marcus Stoinis,6,6,0,0,100.0,c Tripathi b Chakravarthy
Axar Patel,9,7,0,1,128.57,b Chakravarthy
Kagiso Rabada,9,10,1,0,90.0,c Tripathi b Cummins
Ravichandran Ashwin,14,13,2,0,107.69,not out
Tushar Deshpande,1,3,0,0,33.33,c Morgan b Lockie Ferguson
