batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,15,13,2,0,115.38,b Alzarri Joseph
Jonny Bairstow,16,10,3,0,160.0,c Bumrah b Rahul Chahar
Vijay Shankar,5,10,1,0,50.0,c Hardik Pandya b Alzarri Joseph
Manish Pandey,16,21,0,0,76.19,c Rohit b Behrendorff
Deepak Hooda,20,24,1,0,83.33,b Alzarri Joseph
Yusuf Pathan,0,4,0,0,0.0,c Ishan Kishan b Rahul Chahar
Mohammad Nabi,11,14,0,1,78.57,c Rohit b Bumrah
Rashid Khan,0,1,0,0,0.0,c and b Alzarri Joseph
Bhuvneshwar Kumar,2,6,0,0,33.33,b Alzarri Joseph
Siddarth Kaul,0,1,0,0,0.0,c de Kock b Alzarri Joseph
Sandeep Sharma,5,2,1,0,250.0,not out
