Stat,Test,ODI,T20,IPL
Matches,0,0,19,0
Innings,0,0,11,0
Balls,0,0,126,0
Runs,0,0,255,0
Maidens,0,0,0,0
Wickets,0,0,4,0
Avg,0.0,0.0,63.75,0.0
Eco,0,0,12.14,0
SR,0.0,0.0,31.5,0.0
BBI,-/-,-/-,1/16,-/-
BBM,-/-,-/-,1/16,-/-
