Stat,Test,ODI,T20,IPL
Matches,0,0,0,13
Innings,0,0,0,13
Runs,0,0,0,441
Balls,0,0,0,240
Highest,0,0,0,94
Average,0,0,0,33.92
SR,0,0,0,183.75
Not Out,0,0,0,0
Fours,0,0,0,51
Sixes,0,0,0,23
Ducks,0,0,0,2
