batter,runs,balls,fours,sixes,strike_rate,dismissal
Lakshmipathy Balaji,9,7,1,0,128.57,not out
Gautam Gambhir,25,19,5,0,131.58,c M Hussey b C Morris
Eoin Morgan,2,7,0,0,28.57,c R Jadeja b DJ Bravo
Manoj Tiwary,13,18,0,0,72.22,c Mohit Sharma b R Ashwin
Yusuf Pathan,25,22,4,0,113.64,run out (DJ Bravo/M Dhoni)
Rajat Bhatia,1,10,0,0,10.0,c & b R Jadeja
Laxmi Shukla,1,3,0,0,33.33,lbw b R Jadeja
Debabrata Das,19,15,0,2,126.67,lbw b R Ashwin
Sunil Narine,13,6,0,2,216.67,c Mohit Sharma b R Jadeja
Sachithra Senanayake,7,13,0,0,53.85,not out
