batter,runs,balls,fours,sixes,strike_rate,dismissal
W Saha,1,7,0,0,14.29,c Karthik b Siraj
Shubman Gill,2,7,0,0,28.57,c Vijaykumar Vyshak b Siraj
Sai Sudharsan,6,14,0,0,42.86,c Kohli b Green
Shahrukh Khan,37,24,5,1,154.17,run out (Kohli)
David Miller,30,20,3,2,150.0,c Maxwell b Karn Sharma
Rahul Tewatia,35,21,5,1,166.67,c Vijaykumar Vyshak b Yash Dayal
Rashid Khan,18,14,2,1,128.57,b Yash Dayal
Vijay Shankar,10,7,2,0,142.86,c Siraj b Vijaykumar Vyshak
Manav Suthar,1,2,0,0,50.0,c Swapnil Singh b Vijaykumar Vyshak
Mohit Sharma,0,1,0,0,0.0,run out (Karthik/Vijaykumar Vyshak)
