bowler,overs,maidens,runs,wickets,economy
Shami,4,0,44,1,11.0
Varun Chakravarthy,3,0,35,1,11.7
Viljoen,4,0,36,1,9.0
Andrew Tye,4,0,37,1,9.2
Ashwin,4,0,47,0,11.8
Mandeep,1,0,18,0,18.0
