over,runs,wickets
1,13,0
2,3,0
3,7,0
4,5,0
5,5,0
6,15,0
7,4,0
8,8,0
9,3,0
10,7,0
11,12,0
12,4,0
13,7,0
14,4,0
15,9,0
16,19,0
17,11,0
18,14,0
19,13,0
20,9,0
