over,runs,wickets
1,6,0
2,8,0
3,11,0
4,7,0
5,15,0
6,9,0
7,7,0
8,7,0
9,15,0
10,4,0
11,3,0
12,9,0
13,5,0
14,13,0
15,13,0
16,9,0
17,13,0
18,6,0
19,9,0
20,8,0
