batter,runs,balls,fours,sixes,strike_rate,dismissal
Prabhsimran Singh,9,13,2,0,69.23,c (sub)Daniel Sams b Naveen-ul-Haq
Shikhar Dhawan,1,2,0,0,50.0,c Krunal Pandya b Stoinis
Atharva Taide,66,36,8,2,183.33,c and b Ravi Bishnoi
Sikandar Raza,36,22,4,1,163.64,c Krunal Pandya b Yash Thakur
Liam Livingstone,23,14,2,1,164.29,lbw b Ravi Bishnoi
Sam Curran,21,11,2,1,190.91,c Ayush Badoni b Naveen-ul-Haq
Jitesh Sharma,24,10,0,3,240.0,c Rahul b Yash Thakur
Shahrukh Khan,6,9,0,0,66.67,c Ravi Bishnoi b Yash Thakur
Rahul Chahar,0,1,0,0,0.0,c Deepak Hooda b Yash Thakur
Kagiso Rabada,0,1,0,0,0.0,b Naveen-ul-Haq
Arshdeep Singh,2,2,0,0,100.0,not out
