bowler,overs,maidens,runs,wickets,economy
Mohammed Siraj,4,0,41,1,10.2
Josh Hazlewood,4,0,43,3,10.8
Shahbaz Ahmed,4,0,35,0,8.8
Wanindu Hasaranga,4,0,42,1,10.5
Harshal Patel,4,0,25,1,6.2
