Stat,Test,ODI,T20,IPL
Matches,0,0,18,0
Innings,0,0,13,0
Runs,0,0,164,0
Balls,0,0,197,0
Highest,0,0,30,0
Average,0,0,16.4,0
SR,0,0,83.25,0
Not Out,0,0,3,0
Fours,0,0,10,0
Sixes,0,0,3,0
Ducks,0,0,0,0
