batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,9,11,1,0,81.82,lbw b Y Pathan
Mahela Jayawardene,25,27,5,0,92.59,lbw b Y Pathan
Brendon McCullum,23,19,2,1,121.05,c E Morgan b S Hasan
Brad Hodge,2,8,0,0,25.0,b Y Pathan
Ramesh Powar,3,6,0,0,50.0,not out
Ravindra Jadeja,29,18,1,3,161.11,c Y Pathan b B Lee
Vinay Kumar,11,10,1,0,110.0,b S Hasan
Kedar Jadhav,12,11,1,0,109.09,b S Hasan
Raiphi Gomez,10,10,0,1,100.0,not out
