batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacob Oram,17,21,1,0,80.95,c &amp; b Pathan
Parthiv Patel,32,23,4,1,139.13,b Powar
Lakshmipathy Balaji,2,6,0,0,33.33,not out
Muthiah Muralidaran,1,1,0,0,100.0,not out
MS Dhoni,2,2,0,0,100.0,b Sreesanth
Suresh Raina,20,21,2,0,95.24,c Lee b Mota
S Badrinath,4,9,0,0,44.44,c Pathan b Sreesanth
Thilan Thushara,1,5,0,0,20.0,run out (Katich/Sangakkara)
Manpreet Gony,7,5,0,1,140.0,b Chawla
George Bailey,15,12,3,0,125.0,run out (Yuvraj Singh)
Ravichandran Ashwin,8,15,1,0,53.33,c Pomersbach b Pathan
