batter,runs,balls,fours,sixes,strike_rate,dismissal
Quinton de Kock,17,12,3,0,141.67,lbw b D Chahar
Anmolpreet Singh,16,14,2,1,114.29,b D Chahar
Suryakumar Yadav,3,7,0,0,42.86,c du Plessis b Thakur
Ishan Kishan,11,10,1,0,110.0,c Raina b DJ Bravo
Saurabh Tiwary,50,40,5,0,125.0,not out
Kieron Pollard,15,14,1,1,107.14,lbw b Hazlewood
Krunal Pandya,4,5,0,0,80.0,run out (DJ Bravo/Dhoni)
Adam Milne,15,15,0,1,100.0,c (sub)K Gowtham b DJ Bravo
Rahul Chahar,0,1,0,0,0.0,c Raina b DJ Bravo
Jasprit  Bumrah,1,2,0,0,50.0,not out
