batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,23,22,3,0,104.55,run out (Nayar/Pollard)
Anil Kumble,1,2,0,0,50.0,not out
Jacques Kallis,11,9,2,0,122.22,c Rayudu b Malinga
Kevin Pietersen,19,14,2,0,135.71,st Rayudu b Harbhajan Singh
Dale Steyn,5,5,1,0,100.0,b Fernando
Ross Taylor,31,30,1,1,103.33,not out
Robin Uthappa,26,13,2,2,200.0,c Dhawan b Pollard
Praveen Kumar,1,2,0,0,50.0,b Harbhajan Singh
Virat Kohli,9,7,1,0,128.57,c Rayudu b Pollard
Vinay Kumar,8,8,0,0,100.0,b Malinga
Manish Pandey,5,9,0,0,55.56,c Duminy b Pollard
