Stat,Test,ODI,T20,IPL
Matches,73,106,79,94
Innings,110,45,30,35
Runs,1102,401,184,250
Balls,2131,507,159,231
Highest,71,31,22,44
Average,12.24,14.85,14.15,13.16
SR,51.72,79.10,115.73,108.23
Not Out,20,18,17,16
Fours,139,30,18,19
Sixes,20,12,6,11
Ducks,22,2,5,4
