Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,2-22,PBKS,T20,Ahmedabad,03 May 26,5.5,4,1
INDIAN PREMIER LEAGUE 2026,1-44,RCB,T20,Ahmedabad,30 Apr 26,11,4,0
INDIAN PREMIER LEAGUE 2026,3-25,CSK,T20,Chennai,26 Apr 26,6.2,4,0
INDIAN PREMIER LEAGUE 2026,0-45,RCB,T20,Bengaluru,24 Apr 26,11.2,4,0
INDIAN PREMIER LEAGUE 2026,3-33,MI,T20,Ahmedabad,20 Apr 26,8.2,4,0
INDIAN PREMIER LEAGUE 2026,3-29,KKR,T20,Ahmedabad,17 Apr 26,7.2,4,0
INDIAN PREMIER LEAGUE 2026,1-54,LSG,T20,Lucknow,12 Apr 26,13.5,4,0
INDIAN PREMIER LEAGUE 2026,0-32,DC,T20,Delhi,08 Apr 26,8,4,0
INDIAN PREMIER LEAGUE 2026,2-42,RR,T20,Ahmedabad,04 Apr 26,10.5,4,0
INDIAN PREMIER LEAGUE 2026,1-34,PBKS,T20,New Chandigarh,31 Mar 26,11.3,3,0
ICC MEN'S T20 WORLD CUP 2026,1-28,NZ,T20I,Kolkata,04 Mar 26,9.3,3,0
ICC MEN'S T20 WORLD CUP 2026,2-22,WI,T20I,Ahmedabad,26 Feb 26,5.5,4,0
ICC MEN'S T20 WORLD CUP 2026,0-32,IND,T20I,Ahmedabad,22 Feb 26,8,4,0
ICC MEN'S T20 WORLD CUP 2026,0-30,UAE,T20I,Delhi,18 Feb 26,7.5,4,0
ICC MEN'S T20 WORLD CUP 2026,0-27,NZ,T20I,Ahmedabad,14 Feb 26,6.7,4,0
ICC MEN'S T20 WORLD CUP 2026,1-38,AFG,T20I,Ahmedabad,11 Feb 26,11.1,3.4,0
ICC MEN'S T20 WORLD CUP 2026,1-40,CAN,T20I,Ahmedabad,09 Feb 26,10,4,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",1-35,WI,T20I,Centurion,29 Jan 26,8.7,4,0
"WEST INDIES TOUR OF SOUTH AFRICA, 2026",0-35,WI,T20I,Paarl,27 Jan 26,8.7,4,0
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",1-60 & 1-38,PAK,Test,Rawalpindi,20 Oct 25,3.3 & 3.4,18 & 11,2 & 3
"SOUTH AFRICA TOUR OF PAKISTAN, 2025",1-56 & 1-33,PAK,Test,Lahore,12 Oct 25,3.2 & 3.3,17 & 10,2 & 0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",0-70,ENG,T20I,Manchester,12 Sep 25,17.5,4,0
"SOUTH AFRICA TOUR OF ENGLAND, 2025",1-11,ENG,T20I,Cardiff,10 Sep 25,11,1,0
"SOUTH AFRICA TOUR OF AUSTRALIA, 2025",2-32,AUS,T20I,Cairns,16 Aug 25,8,4,0
