Stat,Test,ODI,T20,IPL
Matches,89,210,74,264
Innings,167,202,71,233
Balls,20241,10404,1356,4188
Runs,8741,8478,1612,5358
Maidens,770,59,4,2
Wickets,348,232,54,177
Avg,25.12,36.54,29.85,30.27
Eco,2.59,4.89,7.13,7.68
SR,58.16,44.84,25.11,23.66
BBI,7/42,5/33,3/15,5/16
BBM,10/110,5/33,3/15,5/16
