bowler,overs,maidens,runs,wickets,economy
Aiden Markram,3,0,18,0,6.0
Mohammed Shami,4,0,42,1,10.5
Arshdeep Singh,4,0,29,0,7.2
Ravi Bishnoi,4,0,25,2,6.2
Nathan Ellis,3,0,12,1,4.0
Harpreet Brar,1,0,11,0,11.0
