batter,runs,balls,fours,sixes,strike_rate,dismissal
Mitchell Johnson,4,6,0,0,66.67,not out
Shaun Marsh,1,4,0,0,25.0,b Bhuvneshwar
George Bailey,22,16,3,0,137.5,c Karn Sharma b Henriques
Wriddhiman Saha,42,33,2,1,127.27,c P Kumar b T Boult
Murali Vijay,12,16,0,0,75.0,run out (Vihari/N Ojha)
Anureet Singh,0,2,0,0,0.0,c Warner b P Kumar
David Miller,15,14,1,0,107.14,c T Boult b Karn Sharma
Sandeep Sharma,1,1,0,0,100.0,not out
Manan Vohra,5,9,1,0,55.56,b T Boult
Rishi Dhawan,4,6,0,0,66.67,lbw b Bhuvneshwar
Axar Patel,17,13,0,1,130.77,b T Boult
