batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,21,13,3,1,161.54,b Tushar Deshpande
Ishan Kishan,32,21,5,0,152.38,c Pretorius b Ravindra Jadeja
Green,12,11,1,0,109.09,c and b Ravindra Jadeja
Suryakumar Yadav,1,2,0,0,50.0,c Dhoni b Santner
Tilak Varma,22,18,2,1,122.22,lbw b Ravindra Jadeja
Arshad Khan,2,4,0,0,50.0,lbw b Santner
Tim David,31,22,1,2,140.91,c Ajinkya Rahane b Tushar Deshpande
Tristan Stubbs,5,10,0,0,50.0,c Ruturaj Gaikwad b Magala
Hrithik Shokeen,18,13,3,0,138.46,not out
Chawla,5,6,0,0,83.33,not out
