bowler,overs,maidens,runs,wickets,economy
Dale Steyn,3.4,0,33,1,9.0
Umesh Yadav,4.0,0,48,0,12.0
Navdeep Saini,4.0,0,25,2,6.2
Washington Sundar,1.0,0,7,0,7.0
Yuzvendra Chahal,4.0,0,18,3,4.5
Shivam Dube,3.0,0,15,2,5.0
