batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,6,6,1,0,100.0,run out (Umesh)
Jonny Bairstow,61,43,6,2,141.86,b Chahal
Manish Pandey,34,33,3,1,103.03,c Navdeep Saini b Chahal
Priyam Garg,12,13,1,0,92.31,b Shivam Dube
Vijay Shankar,0,1,0,0,0.0,b Chahal
Abhishek Sharma,7,4,1,0,175.0,run out (Umesh/Philippe)
Rashid Khan,6,5,1,0,120.0,b Navdeep Saini
Bhuvneshwar Kumar,0,2,0,0,0.0,b Navdeep Saini
Sandeep Sharma,9,6,1,0,150.0,c Kohli b Steyn
Mitchell Marsh,0,1,0,0,0.0,c Kohli b Shivam Dube
T Natarajan,3,4,0,0,75.0,not out
