batter,runs,balls,fours,sixes,strike_rate,dismissal
Dhawan,8,11,1,0,72.73,c Marco Jansen b Bhuvneshwar
Prabhsimran,14,11,2,0,127.27,c Pooran b T Natarajan
Bairstow,12,10,2,0,120.0,lbw b J Suchith
Livingstone,60,33,5,4,181.82,c Williamson b Bhuvneshwar
Jitesh Sharma,11,8,2,0,137.5,c and b Umran Malik
Shahrukh Khan,26,28,1,2,92.86,c Williamson b Bhuvneshwar
Odean Smith,13,15,0,1,86.67,c and b Umran Malik
Rahul Chahar,0,2,0,0,0.0,b Umran Malik
Vaibhav Arora,0,1,0,0,0.0,b Umran Malik
Arshdeep Singh,0,1,0,0,0.0,run out (J Suchith/Pooran)
