Stat,Test,ODI,T20,IPL
Matches,0,2,45,68
Innings,0,2,33,59
Runs,0,55,665,1336
Balls,0,41,427,920
Highest,0,38,69,83
Average,0,27.5,39.12,33.4
SR,0,134.15,155.74,145.22
Not Out,0,0,16,19
Fours,0,5,55,109
Sixes,0,3,38,65
Ducks,0,0,2,0
