Stat,Test,ODI,T20,IPL
Matches,0,2,45,68
Innings,0,1,3,0
Balls,0,6,16,0
Runs,0,2,19,0
Maidens,0,0,0,0
Wickets,0,1,3,0
Avg,0.0,2.0,6.33,0.0
Eco,0,2,7.13,0
SR,0.0,6.0,5.33,0.0
BBI,-/-,1/2,2/3,-/-
BBM,-/-,1/2,2/3,-/-
