Stat,Test,ODI,T20,IPL
Matches,0,0,0,20
Innings,0,0,0,20
Balls,0,0,0,393
Runs,0,0,0,630
Maidens,0,0,0,0
Wickets,0,0,0,21
Avg,0.0,0.0,0.0,30.0
Eco,0,0,0,9.62
SR,0.0,0.0,0.0,18.71
BBI,-/-,-/-,-/-,4/46
BBM,-/-,-/-,-/-,4/46
