batter,runs,balls,fours,sixes,strike_rate,dismissal
Narine,34,17,6,1,200.0,c Chahal b Binny
Gambhir,14,11,1,1,127.27,c Kedar Jadhav b Tymal Mills
Uthappa,11,9,2,0,122.22,lbw b Badree
M Pandey,15,16,1,0,93.75,c Badree b Chahal
Y Pathan,8,8,0,0,100.0,st Kedar Jadhav b Chahal
Suryakumar Yadav,15,19,1,0,78.95,c Tymal Mills b Negi
de Grandhomme,0,2,0,0,0.0,c Kohli b Chahal
C Woakes,18,21,3,0,85.71,c Mandeep b Tymal Mills
Coulter-Nile,2,3,0,0,66.67,c de Villiers b Negi
Umesh,2,4,0,0,50.0,not out
Kuldeep Yadav,4,7,0,0,57.14,b Aravind
