batter,runs,balls,fours,sixes,strike_rate,dismissal
Jacques Kallis,16,19,2,0,84.21,c M Henriques b V Kumar
Gautam Gambhir,59,46,7,1,128.26,c & b V Kumar
Eoin Morgan,2,5,0,0,40.0,c (sub)D Christian b RP Singh
Manoj Tiwary,23,16,2,0,143.75,c de Villiers b RP Singh
Yusuf Pathan,27,17,3,1,158.82,c V Kumar b M Henriques
Rajat Bhatia,13,7,2,0,185.71,b RP Singh
Pradeep Sangwan,4,2,1,0,200.0,not out
Ryan McLaren,2,3,0,0,66.67,run out (RP Singh)
Manvinder Bisla,1,5,0,0,20.0,c L Rahul b M Henriques
Sunil Narine,1,1,0,0,100.0,not out
