bowler,overs,maidens,runs,wickets,economy
Ashish Nehra,4.0,0,47,1,11.75
Dirk Nannes,4.0,0,31,1,7.75
Pradeep Sangwan,4.0,1,18,3,4.5
Tillakaratne Dilshan,2.0,0,8,0,4.0
Rajat Bhatia,2.4,0,15,4,6.25
Amit Mishra,3.0,0,39,0,13.0
