batter,runs,balls,fours,sixes,strike_rate,dismissal
Adam Gilchrist,64,33,5,5,193.94,b Sangwan
Andrew Symonds,41,22,3,2,186.36,b Bhatia
Chaminda Vaas,10,6,1,0,166.67,not out
Dwayne Smith,1,2,0,0,50.0,b Bhatia
Venugopal Rao,1,3,0,0,33.33,c Karthik b Nehra
RP Singh,0,1,0,0,0.0,run out (Nehra)
Rohit Sharma,6,7,1,0,85.71,c Warner b Sangwan
Pragyan Ojha,0,2,0,0,0.0,b Bhatia
Dwaraka Ravi Teja,27,34,3,0,79.41,c Bhatia b Nannes
Shoaib Ahmed,0,1,0,0,0.0,c de Villiers b Bhatia
Tirumalsetti Suman,3,7,0,0,42.86,c Nehra b Sangwan
