batter,runs,balls,fours,sixes,strike_rate,dismissal
Ajinkya Rahane,10,9,0,0,111.11,c Samson b Zaheer
Mayank Agarwal,20,18,2,0,111.11,c Chris Morris b Zaheer
Faf du Plessis,8,7,1,0,114.29,c Pant b Nadeem
Rahul Tripathi,10,5,2,0,200.0,c Nadeem b Chris Morris
Ben Stokes,2,5,0,0,40.0,c Pant b Pat Cummins
MS Dhoni,11,14,0,1,78.57,c Nair b A Mishra
Rajat Bhatia,16,17,0,1,94.12,c Chris Morris b A Mishra
Deepak Chahar,14,6,0,2,233.33,c Pant b Zaheer
Adam Zampa,5,7,1,0,71.43,c Samson b A Mishra
Ashok Dinda,7,7,1,0,100.0,c A Mishra b Pat Cummins
Imran Tahir,0,2,0,0,0.0,not out
