over,runs,wickets
1,7,0
2,10,0
3,7,0
4,12,0
5,13,0
6,4,0
7,4,0
8,5,0
9,4,0
10,4,0
11,9,0
12,8,0
13,7,0
14,6,0
15,8,0
16,3,0
17,2,0
18,6,0
19,7,0
20,12,0
