bowler,overs,maidens,runs,wickets,economy
Shakib,4,0,24,0,6.0
Shivam Mavi,4,0,36,0,9.0
Chakaravarthy,4,0,20,0,5.0
Lockie Ferguson,4,0,30,2,7.5
Narine,4,0,21,4,5.2
