batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,2,3,0,0,66.67,b Sharma
Zaheer Khan,3,8,0,0,37.5,b Ganguly
Mark Boucher,7,9,1,0,77.78,c Kartik b Ganguly
Jacques Kallis,8,7,0,1,114.29,c Kartik b Agarkar
Cameron White,6,10,0,0,60.0,c Saha b Agarkar
Wasim Jaffer,6,16,0,0,37.5,c Ponting b Dinda
Praveen Kumar,18,15,1,2,120.0,not out
Ashley Noffke,9,10,1,0,90.0,run out (Agarkar/Saha)
Virat Kohli,1,5,0,0,20.0,b Dinda
Balachandra Akhil,0,2,0,0,0.0,c Ponting b Agarkar
Sunil Joshi,3,6,0,0,50.0,c McCullum b Shukla
