batter,runs,balls,fours,sixes,strike_rate,dismissal
Irfan Pathan,10,12,0,0,83.33,c M Johnson b P Ojha
Mahela Jayawardene,3,6,0,0,50.0,c D Karthik b M Johnson
Ashish Nehra,1,5,0,0,20.0,c P Ojha b K Pollard
Morne Morkel,23,9,3,1,255.56,not out
David Warner,61,37,5,4,164.86,c A Rayudu b M Johnson
Kedar Jadhav,1,2,0,0,50.0,c & b L Malinga
Umesh Yadav,5,4,1,0,125.0,not out
Jeevan Mendis,0,1,0,0,0.0,c & b K Pollard
Unmukt Chand,0,1,0,0,0.0,c R Ponting b H Singh
Shahbaz Nadeem,2,3,0,0,66.67,c R Dhawan b P Ojha
Manprit Juneja,49,40,6,0,122.5,run out (R Dhawan)
