batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,11,10,2,0,110.0,c R Gomez b A Murtaza
Irfan Pathan,24,28,2,0,85.71,c M Pandey b A Mathews
Mahela Jayawardene,14,13,3,0,107.69,c Luke Wright b A Murtaza
Morne Morkel,0,1,0,0,0.0,c W Parnell b A Mathews
David Warner,2,5,0,0,40.0,c R Uthappa b W Parnell
Bharath Chipli,16,18,1,1,88.89,lbw b A Murtaza
CM Gautam,30,23,2,1,130.43,c R Gomez b A Mathews
Umesh Yadav,8,9,0,0,88.89,not out
Ben Rohrer,7,9,1,0,77.78,b A Dinda
Shahbaz Nadeem,6,5,1,0,120.0,c A Mathews b A Dinda
