over,runs,wickets
1,22,0
2,17,0
3,12,0
4,16,0
5,9,0
6,13,0
7,5,0
8,11,0
9,5,0
10,4,0
11,5,0
12,7,0
13,17,0
14,3,0
15,8,0
16,11,0
17,14,0
18,11,0
19,8,0
20,11,0
