batter,runs,balls,fours,sixes,strike_rate,dismissal
Sourav Ganguly,1,12,0,0,8.33,c Laxman b Harmeet Singh
Ajit Agarkar,7,3,0,1,233.33,run out (Sharma)
Brendon McCullum,1,3,0,0,33.33,c Gilchrist b Singh
Chris Gayle,10,12,1,1,83.33,c Harmeet Singh b Singh
Aakash Chopra,11,19,2,0,57.89,st Gilchrist b Ojha
Brad Hodge,31,34,4,0,91.18,c Gibbs b Styris
Murali Kartik,10,10,0,0,100.0,not out
Ishant Sharma,9,9,0,1,100.0,b Singh
Moises Henriques,6,8,0,0,75.0,c Sharma b Styris
Ashok Dinda,2,2,0,0,100.0,b Singh
Laxmi Shukla,8,6,0,1,133.33,st Gilchrist b Ojha
