bowler,overs,maidens,runs,wickets,economy
Sandeep Sharma,4,0,23,2,5.75
Kyle Abbott,4,0,38,1,9.5
Axar Patel,3,0,26,0,8.67
Pardeep Sahu,4,0,31,0,7.75
Mohit Sharma,4,0,23,3,5.75
Glenn Maxwell,1,0,3,0,3.0
