batter,runs,balls,fours,sixes,strike_rate,dismissal
Mitchell Marsh,60,31,9,2,193.55,c and b Vignesh Puthur
Markram,53,38,2,4,139.47,c Raj Bawa b Hardik Pandya
Pooran,12,6,1,1,200.0,c D Chahar b Hardik Pandya
Pant,2,6,0,0,33.33,c (sub)Corbin Bosch b Hardik Pandya
Ayush Badoni,30,19,4,0,157.89,c Rickelton b Ashwani Kumar
David Miller,27,14,3,1,192.86,c Naman Dhir b Hardik Pandya
Abdul Samad,4,2,1,0,200.0,c Naman Dhir b Boult
Thakur,5,2,1,0,250.0,not out
Akash Deep,0,1,0,0,0.0,c Santner b Hardik Pandya
Avesh Khan,2,1,0,0,200.0,not out
