batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,26,22,4,1,118.18,c M Starc b Chahal
Ajinkya Rahane,18,12,2,1,150.0,lbw b Harshal Patel
Dhawal Kulkarni,1,2,0,0,50.0,b M Starc
Stuart Binny,20,20,2,0,100.0,c D Wiese b M Starc
Steven Smith,31,28,2,0,110.71,c D Karthik b M Starc
James Faulkner,4,5,0,0,80.0,c D Karthik b Harshal Patel
Karun Nair,16,14,0,1,114.29,run out (Harshal Patel/Kohli)
Sanju Samson,4,7,0,0,57.14,b Chahal
Chris Morris,3,3,0,0,100.0,not out
Pravin Tambe,2,4,0,0,50.0,not out
Deepak Hooda,1,3,0,0,33.33,b I Abdulla
