batter,runs,balls,fours,sixes,strike_rate,dismissal
Zaheer Khan,2,4,0,0,50.0,b Krunal Pandya
Jean-Paul Duminy,9,9,1,0,100.0,c J Buttler b Bumrah
Amit Mishra,1,5,0,0,20.0,b Bumrah
Mayank Agarwal,8,5,0,1,160.0,b Vinay
Imran Tahir,5,7,1,0,71.43,run out (Vinay)
Shahbaz Nadeem,1,5,0,0,20.0,not out
Karun Nair,8,8,1,0,100.0,c Bumrah b Harbhajan
Sanju Samson,6,11,0,0,54.55,run out (Harbhajan/Krunal Pandya)
Chris Morris,20,16,2,1,125.0,run out (Rayudu/J Buttler)
Quinton de Kock,40,28,4,2,142.86,c J Buttler b Krunal Pandya
Rishabh Pant,23,17,2,1,135.29,b Bumrah
