bowler,overs,maidens,runs,wickets,economy
Ishant Sharma,4,0,34,3,8.5
Khaleel Ahmed,2,0,22,1,11.0
Axar Patel,1,0,20,1,20.0
Mukesh Kumar,4,0,33,1,8.2
Kuldeep Yadav,4,0,33,1,8.2
Tristan Stubbs,1,0,4,1,4.0
Gulbadin Naib,1,0,12,0,12.0
Rasikh Dar Salam,3,0,30,0,10.0
