batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,3,4,0,0,75.0,c Nishant Sindhu b Kagiso Rabada
Vaibhav Sooryavanshi,36,16,3,3,225.0,c Arshad Khan b Mohammed Siraj
Dhruv Jurel,24,10,1,3,240.0,b Rashid Khan
Shimron Hetmyer,6,7,1,0,85.71,c Jason Holder b Kagiso Rabada
Ravindra Jadeja,38,25,3,2,152.0,lbw b Rashid Khan
Donovan Ferreira,4,2,1,0,200.0,b Rashid Khan
Shubham Dubey,15,14,1,1,107.14,b Rashid Khan
Dasun Shanaka,16,11,2,0,145.45,c Shubman Gill b Jason Holder
Jofra Archer,5,6,1,0,83.33,c Jos Buttler b Jason Holder
Tushar Deshpande,1,3,0,0,33.33,c Washington Sundar b Jason Holder
Brijesh Sharma,1,1,0,0,100.0,not out
