batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,11,10,1,0,110.0,c N Ojha b Henriques
Ajinkya Rahane,0,3,0,0,0.0,c Warner b Bhuvneshwar
Dhawal Kulkarni,7,6,1,0,116.67,not out
Rajat Bhatia,4,8,0,0,50.0,c Warner b Bhuvneshwar
Stuart Binny,12,19,0,0,63.16,run out (Warner)
Steven Smith,22,33,0,0,66.67,c I Pathan b Steyn
Kane Richardson,1,2,0,0,50.0,c & b Bhuvneshwar
James Faulkner,4,6,0,0,66.67,c Finch b Bhuvneshwar
Karun Nair,12,9,3,0,133.33,c N Ojha b Steyn
Sanju Samson,16,16,1,1,100.0,b Karn Sharma
Pravin Tambe,3,7,0,0,42.86,c Steyn b I Pathan
