bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4,1,19,2,4.75
Dhawal Kulkarni,4,0,30,1,7.5
Dwayne Smith,2,0,14,1,7.0
Dwayne Bravo,4,0,39,0,9.75
Shivil Koushik,1,0,14,0,14.0
Ravindra Jadeja,3,0,25,0,8.33
Pravin Tambe,2,0,15,0,7.5
