Stat,Test,ODI,T20,IPL
Matches,0,0,9,0
Innings,0,0,8,0
Balls,0,0,138,0
Runs,0,0,208,0
Maidens,0,0,0,0
Wickets,0,0,6,0
Avg,0.0,0.0,34.67,0.0
Eco,0,0,9.04,0
SR,0.0,0.0,23.0,0.0
BBI,-/-,-/-,2/21,-/-
BBM,-/-,-/-,2/21,-/-
