batter,runs,balls,fours,sixes,strike_rate,dismissal
Sachin Tendulkar,7,7,0,1,100.0,c K Pietersen b M Morkel
Harbhajan Singh,15,12,2,0,125.0,c I Pathan b U Yadav
Lasith Malinga,11,13,1,0,84.62,b U Yadav
Dinesh Karthik,40,28,7,0,142.86,b A Agarkar
Robin Peterson,2,2,0,0,100.0,run out (M Jayawardene/N Ojha)
RP Singh,1,1,0,0,100.0,not out
Rohit Sharma,12,6,1,1,200.0,c A Agarkar b I Pathan
Kieron Pollard,16,9,1,1,177.78,b S Nadeem
Aiden Blizzard,0,3,0,0,0.0,c M Jayawardene b I Pathan
Ambati Rayudu,62,39,5,3,158.97,c M Jayawardene b S Nadeem
