Stat,Test,ODI,T20,IPL
Matches,0,0,103,0
Innings,0,0,99,0
Balls,0,0,1752,0
Runs,0,0,2092,0
Maidens,0,0,5,0
Wickets,0,0,92,0
Avg,0.0,0.0,22.74,0.0
Eco,0,0,7.16,0
SR,0.0,0.0,19.04,0.0
BBI,-/-,-/-,4/18,-/-
BBM,-/-,-/-,4/18,-/-
