bowler,overs,maidens,runs,wickets,economy
Vikramjeet Singh Malik,3,0,29,1,9.67
Shane Watson,2,0,16,0,8.0
James Faulkner,3,0,39,1,13.0
Kevon Cooper,4,0,25,0,6.25
Rahul Tewatia,4,0,24,1,6.0
Pravin Tambe,4,0,36,0,9.0
