batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,4,5,1,0,80.0,c Raina b D Chahar
Shikhar Dhawan,19,13,1,1,146.15,b Harbhajan
Shreyas Iyer,44,31,4,1,141.94,st Dhoni b Ravindra Jadeja
Rishabh Pant,5,3,1,0,166.67,c DJ Bravo b Tahir
Colin Ingram,1,5,0,0,20.0,lbw b Ravindra Jadeja
Axar Patel,9,9,1,0,100.0,c Watson b Tahir
Sherfane Rutherford,2,4,0,0,50.0,c D Chahar b Tahir
Chris Morris,0,1,0,0,0.0,st Dhoni b Ravindra Jadeja
Jagadeesha Suchith,6,15,0,0,40.0,run out (Watson)
Amit Mishra,8,11,1,0,72.73,c Dhoni b Tahir
Trent Boult,1,1,0,0,100.0,not out
