batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,0,1,0,0,0.0,c Rahul b Ashwin
Shikhar Dhawan,30,25,4,0,120.0,lbw b Ashwin
Shreyas Iyer,28,22,5,0,127.27,b Viljoen
Rishabh Pant,39,26,3,2,150.0,b Shami
Colin Ingram,38,29,4,1,131.03,c (sub)Nair b Sam Curran
Chris Morris,0,1,0,0,0.0,run out (Ashwin)
Hanuma Vihari,2,5,0,0,40.0,b Shami
Harshal Patel,0,2,0,0,0.0,c Rahul b Sam Curran
Kagiso Rabada,0,1,0,0,0.0,b Sam Curran
Avesh Khan,4,3,1,0,133.33,not out
Sandeep Lamichhane,0,1,0,0,0.0,b Sam Curran
