over,runs,wickets
1,7,0
2,9,0
3,9,0
4,6,0
5,8,0
6,10,0
7,8,0
8,10,0
9,10,0
10,6,0
11,7,0
12,8,0
13,8,0
14,11,0
15,11,0
16,9,0
17,7,0
18,4,0
19,4,0
20,0,0
