batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,45,30,7,1,150.0,not out
Rohit Sharma,7,5,1,0,140.0,lbw b Ishant
Lendl Simmons,8,8,0,1,100.0,b Ishant
Kieron Pollard,1,8,0,0,12.5,lbw b R Bhatia
Vinay Kumar,12,11,0,1,109.09,c S Smith b RP Singh
Jos Buttler,0,2,0,0,0.0,c Ashwin b Mitchell Marsh
Ambati Rayudu,22,27,2,0,81.48,c du Plessis b Ashwin
Mitchell McClenaghan,2,2,0,0,100.0,not out
Hardik Pandya,9,11,2,0,81.82,c Dhoni b Mitchell Marsh
Shreyas Gopal,2,16,0,0,12.5,c A Rahane b M Ashwin
