Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
INDIAN PREMIER LEAGUE 2026,1-33,RCB,T20,Lucknow,07 May 26,8.2,4,0
INDIAN PREMIER LEAGUE 2026,1-53,MI,T20,Mumbai,04 May 26,13.2,4,0
INDIAN PREMIER LEAGUE 2026,0-34,KKR,T20,Lucknow,26 Apr 26,8.5,4,0
INDIAN PREMIER LEAGUE 2026,2-30,RR,T20,Lucknow,22 Apr 26,7.5,4,0
INDIAN PREMIER LEAGUE 2026,1-56,PBKS,T20,New Chandigarh,19 Apr 26,14,4,0
INDIAN PREMIER LEAGUE 2026,0-30,RCB,T20,Bengaluru,15 Apr 26,10,3,0
INDIAN PREMIER LEAGUE 2026,1-36,GT,T20,Lucknow,12 Apr 26,9,4,0
INDIAN PREMIER LEAGUE 2026,0-27,KKR,T20,Kolkata,09 Apr 26,6.7,4,0
INDIAN PREMIER LEAGUE 2026,2-9,SRH,T20,Hyderabad,05 Apr 26,2.2,4,0
INDIAN PREMIER LEAGUE 2026,1-28,DC,T20,Lucknow,01 Apr 26,7,4,0
INDIAN PREMIER LEAGUE 2025,0-48,GT,T20,Ahmedabad,02 May 25,16,3,0
INDIAN PREMIER LEAGUE 2025,1-28,CSK,T20,Chennai,25 Apr 25,9.3,3,0
INDIAN PREMIER LEAGUE 2025,0-28,MI,T20,Mumbai,17 Apr 25,9.3,3,0
INDIAN PREMIER LEAGUE 2025,0-75,PBKS,T20,Hyderabad,12 Apr 25,18.7,4,0
INDIAN PREMIER LEAGUE 2025,2-28,GT,T20,Hyderabad,06 Apr 25,7,4,0
INDIAN PREMIER LEAGUE 2025,1-29,KKR,T20,Kolkata,03 Apr 25,7.2,4,0
INDIAN PREMIER LEAGUE 2025,0-31,DC,T20,Visakhapatnam,30 Mar 25,10.3,3,0
INDIAN PREMIER LEAGUE 2025,1-37,LSG,T20,Hyderabad,27 Mar 25,12.3,3,0
INDIAN PREMIER LEAGUE 2025,1-33,RR,T20,Hyderabad,23 Mar 25,11,3,0
"ICC CHAMPIONS TROPHY, 2025",1-74,NZ,ODI,Dubai,09 Mar 25,8.2,9,0
"ICC CHAMPIONS TROPHY, 2025",3-48,AUS,ODI,Dubai,04 Mar 25,4.8,10,0
"ICC CHAMPIONS TROPHY, 2025",0-15,NZ,ODI,Dubai,02 Mar 25,3.7,4,0
"ICC CHAMPIONS TROPHY, 2025",0-43,PAK,ODI,Dubai,23 Feb 25,5.3,8,0
"ICC CHAMPIONS TROPHY, 2025",5-53,BAN,ODI,Dubai,20 Feb 25,5.3,10,0
"ENGLAND TOUR OF INDIA, 2025",1-66,ENG,ODI,Cuttack,09 Feb 25,8.8,7.5,0
"ENGLAND TOUR OF INDIA, 2025",1-38,ENG,ODI,Nagpur,06 Feb 25,4.7,8,1
"ENGLAND TOUR OF INDIA, 2025",3-25,ENG,T20I,Mumbai,02 Feb 25,10.8,2.3,0
"ENGLAND TOUR OF INDIA, 2025",0-25,ENG,T20I,Rajkot,28 Jan 25,8.3,3,0
ICC CRICKET WORLD CUP 2023,1-47,AUS,ODI,Ahmedabad,19 Nov 23,6.7,7,1
ICC CRICKET WORLD CUP 2023,7-57,NZ,ODI,Mumbai,15 Nov 23,6,9.5,0
ICC CRICKET WORLD CUP 2023,0-41,NED,ODI,Bengaluru,12 Nov 23,6.8,6,0
ICC CRICKET WORLD CUP 2023,2-18,RSA,ODI,Kolkata,05 Nov 23,4.5,4,0
ICC CRICKET WORLD CUP 2023,5-18,SL,ODI,Mumbai,02 Nov 23,3.6,5,1
ICC CRICKET WORLD CUP 2023,4-22,ENG,ODI,Lucknow,29 Oct 23,3.1,7,2
ICC CRICKET WORLD CUP 2023,5-54,NZ,ODI,Dharamsala,22 Oct 23,5.4,10,0
"AUSTRALIA TOUR OF INDIA, 2023",1-39,AUS,ODI,Indore,24 Sep 23,6.5,6,0
"AUSTRALIA TOUR OF INDIA, 2023",5-51,AUS,ODI,Mohali,22 Sep 23,5.1,10,1
"ASIA CUP, 2023",2-32,BAN,ODI,Colombo,15 Sep 23,4,8,1
"ASIA CUP, 2023",1-29,NEP,ODI,Pallekele,04 Sep 23,4.1,7,0
ICC WORLD TEST CHAMPIONSHIP FINAL 2023,2-122 & 2-39,AUS,Test,London,07 Jun 23,4.2 & 2.3,29 & 16.3,4 & 6
INDIAN PREMIER LEAGUE 2023,0-29,CSK,T20,Ahmedabad,29 May 23,9.6,3,0
INDIAN PREMIER LEAGUE 2023,2-41,MI,T20,Ahmedabad,26 May 23,13.6,3,0
INDIAN PREMIER LEAGUE 2023,2-28,CSK,T20,Chennai,23 May 23,7,4,0
INDIAN PREMIER LEAGUE 2023,1-39,RCB,T20,Bengaluru,21 May 23,9.7,4,0
INDIAN PREMIER LEAGUE 2023,4-20,SRH,T20,Ahmedabad,15 May 23,5,4,0
INDIAN PREMIER LEAGUE 2023,0-53,MI,T20,Mumbai,12 May 23,13.2,4,0
INDIAN PREMIER LEAGUE 2023,1-37,LSG,T20,Ahmedabad,07 May 23,9.2,4,0
INDIAN PREMIER LEAGUE 2023,1-27,RR,T20,Jaipur,05 May 23,6.7,4,0
INDIAN PREMIER LEAGUE 2023,4-11,DC,T20,Ahmedabad,02 May 23,2.7,4,0
INDIAN PREMIER LEAGUE 2023,3-33,KKR,T20,Kolkata,29 Apr 23,8.2,4,0
INDIAN PREMIER LEAGUE 2023,0-18,MI,T20,Ahmedabad,25 Apr 23,4.5,4,0
INDIAN PREMIER LEAGUE 2023,0-18,LSG,T20,Lucknow,22 Apr 23,6,3,1
INDIAN PREMIER LEAGUE 2023,3-25,RR,T20,Ahmedabad,16 Apr 23,6.2,4,1
INDIAN PREMIER LEAGUE 2023,1-44,PBKS,T20,Mohali,13 Apr 23,11,4,0
INDIAN PREMIER LEAGUE 2023,1-28,KKR,T20,Ahmedabad,09 Apr 23,7,4,0
INDIAN PREMIER LEAGUE 2023,3-41,DC,T20,Delhi,04 Apr 23,10.2,4,0
INDIAN PREMIER LEAGUE 2023,2-29,CSK,T20,Ahmedabad,31 Mar 23,7.2,4,0
"AUSTRALIA TOUR OF INDIA, 2023",0-37,AUS,ODI,Chennai,22 Mar 23,6.1,6,0
"AUSTRALIA TOUR OF INDIA, 2023",0-29,AUS,ODI,Visakhapatnam,19 Mar 23,9.6,3,0
"AUSTRALIA TOUR OF INDIA, 2023",3-17,AUS,ODI,Mumbai,17 Mar 23,2.8,6,2
"AUSTRALIA TOUR OF INDIA, 2023",2-134 & 0-19,AUS,Test,Ahmedabad,09 Mar 23,4.3 & 2.3,31 & 8,3 & 1
"AUSTRALIA TOUR OF INDIA, 2023",4-60 & 0-10,AUS,Test,Delhi,17 Feb 23,4.1 & 5,14.4 & 2,4 & 0
"AUSTRALIA TOUR OF INDIA, 2023",1-18 & 2-13,AUS,Test,Nagpur,09 Feb 23,2 & 3,9 & 4.3,4 & 1
"NEW ZEALAND TOUR OF INDIA, 2023",3-18,NZ,ODI,Raipur,21 Jan 23,3,6,1
"NEW ZEALAND TOUR OF INDIA, 2023",1-69,NZ,ODI,Hyderabad,18 Jan 23,6.9,10,1
"SRI LANKA TOUR OF INDIA, 2023",2-20,SL,ODI,Thiruvananthapuram,15 Jan 23,3.3,6,2
"SRI LANKA TOUR OF INDIA, 2023",0-43,SL,ODI,Kolkata,12 Jan 23,6.1,7,0
"SRI LANKA TOUR OF INDIA, 2023",1-67,SL,ODI,Guwahati,10 Jan 23,7.4,9,0
ICC MENS T20 WORLD CUP 2022,0-39,ENG,T20I,Adelaide,10 Nov 22,13,3,0
ICC MENS T20 WORLD CUP 2022,2-14,ZIM,T20I,Melbourne,06 Nov 22,7,2,0
ICC MENS T20 WORLD CUP 2022,1-25,BAN,T20I,Adelaide,02 Nov 22,8.3,3,0
ICC MENS T20 WORLD CUP 2022,1-13,RSA,T20I,Perth,30 Oct 22,3.2,4,0
ICC MENS T20 WORLD CUP 2022,1-27,NED,T20I,Sydney,27 Oct 22,6.7,4,0
ICC MENS T20 WORLD CUP 2022,1-25,PAK,T20I,Melbourne,23 Oct 22,6.2,4,0
"INDIA TOUR OF ENGLAND, 2022",0-38,ENG,ODI,Manchester,17 Jul 22,5.4,7,0
"INDIA TOUR OF ENGLAND, 2022",1-48,ENG,ODI,London,14 Jul 22,4.8,10,0
"INDIA TOUR OF ENGLAND, 2022",3-31,ENG,ODI,London,12 Jul 22,4.4,7,0
"INDIA TOUR OF ENGLAND, 2022",2-78 & 0-64,ENG,Test,Birmingham,01 Jul 22,3.5 & 4.2,22 & 15,4 & 2
INDIAN PREMIER LEAGUE 2022,1-33,RR,T20,Ahmedabad,29 May 22,8.2,4,0
INDIAN PREMIER LEAGUE 2022,1-43,RR,T20,Kolkata,24 May 22,10.7,4,0
INDIAN PREMIER LEAGUE 2022,0-23,RCB,T20,Mumbai,19 May 22,11.5,2,0
INDIAN PREMIER LEAGUE 2022,2-19,CSK,T20,Mumbai,15 May 22,4.7,4,0
INDIAN PREMIER LEAGUE 2022,1-5,LSG,T20,Pune,10 May 22,1.6,3,0
INDIAN PREMIER LEAGUE 2022,0-42,MI,T20,Mumbai,06 May 22,10.5,4,0
INDIAN PREMIER LEAGUE 2022,1-43,PBKS,T20,Navi Mumbai,03 May 22,10.7,4,0
INDIAN PREMIER LEAGUE 2022,1-39,RCB,T20,Mumbai,30 Apr 22,9.7,4,0
INDIAN PREMIER LEAGUE 2022,3-39,SRH,T20,Mumbai,27 Apr 22,9.7,4,0
INDIAN PREMIER LEAGUE 2022,2-20,KKR,T20,Navi Mumbai,23 Apr 22,5,4,0
INDIAN PREMIER LEAGUE 2022,1-20,CSK,T20,Pune,17 Apr 22,5,4,0
INDIAN PREMIER LEAGUE 2022,1-39,RR,T20,Navi Mumbai,14 Apr 22,9.7,4,0
INDIAN PREMIER LEAGUE 2022,0-32,SRH,T20,Navi Mumbai,11 Apr 22,8,4,0
INDIAN PREMIER LEAGUE 2022,1-36,PBKS,T20,Mumbai,08 Apr 22,9,4,0
INDIAN PREMIER LEAGUE 2022,2-30,DC,T20,Pune,02 Apr 22,7.5,4,0
INDIAN PREMIER LEAGUE 2022,3-25,LSG,T20,Mumbai,28 Mar 22,6.2,4,0
"SRI LANKA TOUR OF INDIA, 2022",2-18 & 0-26,SL,Test,Bengaluru,12 Mar 22,3 & 4.3,6 & 6,1 & 0
"SRI LANKA TOUR OF INDIA, 2022",1-27 & 2-48,SL,Test,Mohali,04 Mar 22,2.2 & 6,12 & 8,5 & 1
"INDIA TOUR OF SOUTH AFRICA, 2021-22",2-39 & 1-41,RSA,Test,Cape Town,11 Jan 22,2.4 & 2.7,16 & 15,4 & 3
"INDIA TOUR OF SOUTH AFRICA, 2021-22",2-52 & 1-55,RSA,Test,Johannesburg,03 Jan 22,2.4 & 3.2,21 & 17,5 & 3
"INDIA TOUR OF SOUTH AFRICA, 2021-22",5-44 & 3-63,RSA,Test,Centurion,26 Dec 21,2.7 & 3.7,16 & 17,5 & 3
