Stat,Test,ODI,T20,IPL
Matches,76,96,60,46
Innings,96,38,12,8
Runs,565,135,29,19
Balls,1281,166,28,30
Highest,39,23,13,7
Average,11.53,15,9.67,19
SR,44.11,81.33,103.58,63.34
Not Out,47,29,9,7
Fours,81,14,2,1
Sixes,2,3,1,0
Ducks,12,5,2,1
