batter,runs,balls,fours,sixes,strike_rate,dismissal
W Saha,25,25,2,1,100.0,c Venkatesh Iyer b Umesh
Shubman Gill,7,5,1,0,140.0,c Billings b Southee
Hardik Pandya,67,49,4,2,136.73,c Rinku Singh b Southee
Miller,27,20,1,2,135.0,c Umesh b Shivam Mavi
Rahul Tewatia,17,12,2,0,141.67,c Rinku Singh b Russell
Rashid Khan,0,2,0,0,0.0,c Umesh b Southee
Abhinav Manohar,2,4,0,0,50.0,c Rinku Singh b Russell
Lockie Ferguson,0,1,0,0,0.0,c Rinku Singh b Russell
Alzarri Joseph,1,1,0,0,100.0,not out
Yash Dayal,0,1,0,0,0.0,c and b Russell
