batter,runs,balls,fours,sixes,strike_rate,dismissal
Abishek Porel,18,9,3,1,200.0,c Siraj b Arshad Khan
Karun Nair,31,18,2,2,172.22,c Arshad Khan b Prasidh
Rahul,28,14,4,1,200.0,lbw b Prasidh
Axar,39,32,1,2,121.88,c Jos Buttler b Prasidh
Stubbs,31,21,2,1,147.62,c Prasidh b Siraj
Ashutosh Sharma,37,19,2,3,194.74,c (sub)Lomror b Sai Kishore
Vipraj Nigam,0,1,0,0,0.0,c Jos Buttler b Prasidh
Donovan Ferreira,1,3,0,0,33.33,c Sai Kishore b Ishant
Mitchell Starc,2,2,0,0,100.0,not out
Kuldeep Yadav,4,1,1,0,400.0,not out
