batter,runs,balls,fours,sixes,strike_rate,dismissal
Rickelton,2,2,0,0,100.0,c Sai Sudharsan b Siraj
Rohit,7,8,1,0,87.5,c Prasidh b Arshad Khan
Will Jacks,53,35,5,3,151.43,c Sai Sudharsan b Rashid Khan
Suryakumar Yadav,35,24,5,0,145.83,c Shahrukh Khan b Sai Kishore
Tilak Varma,7,7,0,0,100.0,c Shubman Gill b Gerald Coetzee
Hardik Pandya,1,3,0,0,33.33,c Shubman Gill b Sai Kishore
Naman Dhir,7,10,1,0,70.0,c Shubman Gill b Prasidh
Corbin Bosch,27,22,1,2,122.73,run out (Rashid Khan/Jos Buttler)
D Chahar,8,8,1,0,100.0,not out
Karn Sharma,1,1,0,0,100.0,not out
