Stat,Test,ODI,T20,IPL
Matches,14,15,52,43
Innings,0,1,2,5
Balls,0,12,12,36
Runs,0,15,41,69
Maidens,0,0,0,0
Wickets,0,0,0,4
Avg,0.0,0.0,0.0,17.25
Eco,0,7.5,20.5,11.5
SR,0.0,0.0,0.0,9.0
BBI,-/-,0/15,0/20,2/11
BBM,-/-,0/15,0/20,2/11
