Stat,Test,ODI,T20,IPL
Matches,14,15,52,43
Innings,26,15,43,40
Runs,759,392,967,964
Balls,1632,462,727,624
Highest,122,112,76,71
Average,31.63,30.15,30.22,41.91
SR,46.51,84.85,133.02,154.49
Not Out,2,2,11,17
Fours,62,19,75,68
Sixes,12,10,37,46
Ducks,2,4,3,2
